,epo-24,epo-21,epo-18,epo-15,epo-12,epo-9,epo-6,epo-3,epo0,epo3,epo6,epo9,epo12,epo15,nao-24,nao-21,nao-18,nao-15,nao-12,nao-9,nao-6,nao-3,nao0,nao3,nao6,nao9,nao12,nao15,pna-24,pna-21,pna-18,pna-15,pna-12,pna-9,pna-6,pna-3,pna0,pna3,pna6,pna9,pna12,pna15,wpo-24,wpo-21,wpo-18,wpo-15,wpo-12,wpo-9,wpo-6,wpo-3,wpo0,wpo3,wpo6,wpo9,wpo12,wpo15
967,217.25,147.29,281.99,217.23,306.10,304.10,10.93,205.19,185.94,154.49,136.43,81.20,20.24,152.91,64.45,23.91,25.94,49.58,30.28,70.57,24.75,20.09,17.89,9.88,56.43,2.84,98.08,166.28,145.79,276.18,453.15,403.28,183.39,48.59,90.95,157.04,261.18,162.41,107.14,164.54,144.68,2.20,115.96,84.89,89.37,3.17,180.04,277.89,242.34,101.59,49.87,53.95,52.88,56.25,6.99,18.73
968,259.79,40.86,292.67,217.87,366.19,197.57,68.88,180.83,183.11,119.88,146.16,48.18,51.52,142.52,11.23,30.05,8.94,37.07,28.47,55.37,29.05,46.65,24.47,18.38,27.49,13.51,182.36,143.51,210.71,259.81,530.68,265.27,99.98,26.93,191.70,248.80,206.36,98.56,162.92,172.58,50.36,79.67,100.19,11.07,37.80,56.29,268.88,292.32,178.46,70.98,88.37,65.48,7.27,15.91,9.50,8.33
969,251.44,203.19,244.18,263.38,370.57,102.62,180.20,166.67,174.08,92.17,122.27,12.23,89.54,158.13,4.91,34.64,46.43,34.53,81.99,70.77,29.69,53.52,12.22,16.53,4.18,11.60,200.11,125.55,296.65,358.56,558.66,242.53,84.64,31.59,201.40,343.50,169.08,4.51,186.93,212.27,36.29,34.15,102.15,72.59,0.58,93.49,292.60,283.42,123.66,1.72,68.17,59.85,47.72,9.14,9.53,11.91
970,147.29,281.99,217.23,306.10,304.10,10.93,205.19,185.94,154.49,136.43,81.20,20.24,152.91,215.95,23.91,25.94,49.58,30.28,70.57,24.75,20.09,17.89,9.88,56.43,2.84,98.08,166.28,80.85,276.18,453.15,403.28,183.39,48.59,90.95,157.04,261.18,162.41,107.14,164.54,144.68,2.20,69.69,84.89,89.37,3.17,180.04,277.89,242.34,101.59,49.87,53.95,52.88,56.25,6.99,18.73,55.14
971,40.86,292.67,217.87,366.19,197.57,68.88,180.83,183.11,119.88,146.16,48.18,51.52,142.52,206.40,30.05,8.94,37.07,28.47,55.37,29.05,46.65,24.47,18.38,27.49,13.51,182.36,143.51,64.29,259.81,530.68,265.27,99.98,26.93,191.70,248.80,206.36,98.56,162.92,172.58,50.36,79.67,88.32,11.07,37.80,56.29,268.88,292.32,178.46,70.98,88.37,65.48,7.27,15.91,9.50,8.33,81.66
972,203.19,244.18,263.38,370.57,102.62,180.20,166.67,174.08,92.17,122.27,12.23,89.54,158.13,218.94,34.64,46.43,34.53,81.99,70.77,29.69,53.52,12.22,16.53,4.18,11.60,200.11,125.55,88.47,358.56,558.66,242.53,84.64,31.59,201.40,343.50,169.08,4.51,186.93,212.27,36.29,34.15,48.24,72.59,0.58,93.49,292.60,283.42,123.66,1.72,68.17,59.85,47.72,9.14,9.53,11.91,81.90
973,281.99,217.23,306.10,304.10,10.93,205.19,185.94,154.49,136.43,81.20,20.24,152.91,215.95,255.10,25.94,49.58,30.28,70.57,24.75,20.09,17.89,9.88,56.43,2.84,98.08,166.28,80.85,127.23,453.15,403.28,183.39,48.59,90.95,157.04,261.18,162.41,107.14,164.54,144.68,2.20,69.69,132.10,89.37,3.17,180.04,277.89,242.34,101.59,49.87,53.95,52.88,56.25,6.99,18.73,55.14,70.01
974,292.67,217.87,366.19,197.57,68.88,180.83,183.11,119.88,146.16,48.18,51.52,142.52,206.40,270.57,8.94,37.07,28.47,55.37,29.05,46.65,24.47,18.38,27.49,13.51,182.36,143.51,64.29,121.32,530.68,265.27,99.98,26.93,191.70,248.80,206.36,98.56,162.92,172.58,50.36,79.67,88.32,124.83,37.80,56.29,268.88,292.32,178.46,70.98,88.37,65.48,7.27,15.91,9.50,8.33,81.66,57.82
975,244.18,263.38,370.57,102.62,180.20,166.67,174.08,92.17,122.27,12.23,89.54,158.13,218.94,317.32,46.43,34.53,81.99,70.77,29.69,53.52,12.22,16.53,4.18,11.60,200.11,125.55,88.47,164.92,558.66,242.53,84.64,31.59,201.40,343.50,169.08,4.51,186.93,212.27,36.29,34.15,48.24,161.70,0.58,93.49,292.60,283.42,123.66,1.72,68.17,59.85,47.72,9.14,9.53,11.91,81.90,47.50
976,217.23,306.10,304.10,10.93,205.19,185.94,154.49,136.43,81.20,20.24,152.91,215.95,255.10,237.06,49.58,30.28,70.57,24.75,20.09,17.89,9.88,56.43,2.84,98.08,166.28,80.85,127.23,176.94,403.28,183.39,48.59,90.95,157.04,261.18,162.41,107.14,164.54,144.68,2.20,69.69,132.10,261.41,3.17,180.04,277.89,242.34,101.59,49.87,53.95,52.88,56.25,6.99,18.73,55.14,70.01,31.48
977,217.87,366.19,197.57,68.88,180.83,183.11,119.88,146.16,48.18,51.52,142.52,206.40,270.57,185.87,37.07,28.47,55.37,29.05,46.65,24.47,18.38,27.49,13.51,182.36,143.51,64.29,121.32,168.69,265.27,99.98,26.93,191.70,248.80,206.36,98.56,162.92,172.58,50.36,79.67,88.32,124.83,332.18,56.29,268.88,292.32,178.46,70.98,88.37,65.48,7.27,15.91,9.50,8.33,81.66,57.82,72.25
978,263.38,370.57,102.62,180.20,166.67,174.08,92.17,122.27,12.23,89.54,158.13,218.94,317.32,195.67,34.53,81.99,70.77,29.69,53.52,12.22,16.53,4.18,11.60,200.11,125.55,88.47,164.92,78.83,242.53,84.64,31.59,201.40,343.50,169.08,4.51,186.93,212.27,36.29,34.15,48.24,161.70,337.44,93.49,292.60,283.42,123.66,1.72,68.17,59.85,47.72,9.14,9.53,11.91,81.90,47.50,105.26
979,306.10,304.10,10.93,205.19,185.94,154.49,136.43,81.20,20.24,152.91,215.95,255.10,237.06,224.25,30.28,70.57,24.75,20.09,17.89,9.88,56.43,2.84,98.08,166.28,80.85,127.23,176.94,14.34,183.39,48.59,90.95,157.04,261.18,162.41,107.14,164.54,144.68,2.20,69.69,132.10,261.41,313.26,180.04,277.89,242.34,101.59,49.87,53.95,52.88,56.25,6.99,18.73,55.14,70.01,31.48,112.71
